,Source,Start_Lat,Start_Lng,Distance(mi),Side,City,State,Timezone,Airport_Code,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Severity_of_accidents,year_recorded,month_recorded,day_recorded,diff_hours,diff_minutes
763471,MapQuest,29.712378,-95.153038,0.0,L,Pasadena,TX,US/Central,KEFD,50.0,50.0,87.0,29.99,10.0,CALM,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Night,1,2019,12,5,0.49166666666666664,29.5
1481047,MapQuest,40.778065000000005,-73.943039,0.0,R,New York,NY,US/Eastern,KNYC,33.1,,59.0,30.36,10.0,North,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,12,26,0.4880555555555556,29.283333333333335
275504,MapQuest,30.296482,-97.72318299999999,0.01,R,Austin,TX,US/Central,KATT,78.1,,56.0,30.09,10.0,Variable,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2016,10,31,0.9963888888888889,59.78333333333333
1653905,MapQuest,33.879574,-117.56094399999999,0.0,R,Corona,CA,US/Pacific,KAJO,82.0,,30.0,29.94,10.0,West,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,9,16,0.7388888888888889,44.333333333333336
1850214,MapQuest,29.809371999999996,-95.26074200000001,0.0,R,Houston,TX,US/Central,KHOU,88.0,,67.0,30.07,10.0,SSW,8.1,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,6,26,0.9961111111111111,59.766666666666666
1447607,MapQuest,42.743877000000005,-78.84506999999999,0.0,R,Hamburg,NY,US/Eastern,KBUF,30.9,21.2,82.0,30.09,10.0,West,12.7,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2018,12,6,0.49527777777777776,29.716666666666665
2311374,MapQuest,42.553340999999996,-82.871391,0.0,R,Clinton Township,MI,US/Eastern,KMTC,63.1,,100.0,30.12,1.5,East,3.5,Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,10,14,0.47638888888888886,28.583333333333332
432521,MapQuest,29.747408,-95.55323,0.01,R,Houston,TX,US/Central,KMCJ,77.0,,78.0,29.91,9.0,SSW,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2017,4,21,0.49694444444444447,29.816666666666666
2761801,Bing,33.878153000000005,-117.88046000000001,0.0,L,Fullerton,CA,US/Pacific,KFUL,68.0,68.0,59.0,29.85,10.0,WNW,9.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,5,11,2.341666666666667,140.5
582018,MapQuest,41.053847999999995,-75.317001,0.0,R,Scotrun,PA,US/Eastern,KMPO,32.0,25.0,88.0,27.77,2.0,NNW,8.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,3,6,2.0183333333333335,121.1
12026,MapQuest,37.344485999999996,-121.84515400000001,0.01,R,San Jose,CA,US/Pacific,KRHV,48.2,,82.0,29.44,10.0,Variable,8.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2017,1,20,0.47888888888888886,28.733333333333334
183387,MapQuest,42.967255,-85.670074,0.01,R,Grand Rapids,MI,US/Eastern,KGRR,36.0,28.5,86.0,29.61,6.0,East,10.4,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2017,1,25,0.49722222222222223,29.833333333333332
2677981,Bing,29.785453999999998,-95.775351,0.085,R,Katy,TX,US/Central,KSGR,77.0,,79.0,29.88,10.0,North,12.7,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,5,22,6.0,360.0
1567309,MapQuest,44.782222999999995,-93.288376,0.0,L,Burnsville,MN,US/Central,KMSP,44.1,37.7,100.0,30.02,3.0,ESE,12.7,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2018,10,5,0.7466666666666667,44.8
2909038,Bing,32.79002,-97.45861,0.0,R,Fort Worth,TX,US/Central,KNFW,68.0,68.0,90.0,28.99,10.0,SE,10.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2020,4,11,0.25,15.0
3287154,Bing,27.49575,-82.4745,0.655,R,Bradenton,FL,US/Eastern,KSRQ,75.0,,100.0,30.06,10.0,ESE,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,8,20,0.4880555555555556,29.283333333333335
2996200,Bing,27.46247,-82.61603000000001,0.004,R,Bradenton,FL,US/Eastern,KSRQ,73.0,73.0,93.0,30.06,10.0,SSW,6.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,Night,1,2020,2,11,0.45916666666666667,27.55
3431048,Bing,41.87036,-87.64508000000001,0.0,R,Chicago,IL,US/Central,KMDW,75.0,,51.0,30.0,10.0,East,8.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,8,13,6.0,360.0
1251166,MapQuest,38.2267,-85.638412,0.25,R,Louisville,KY,US/Eastern,KLOU,72.0,,61.0,29.36,10.0,,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,4,24,0.9891666666666666,59.35
2889057,Bing,27.996129999999997,-82.50395999999999,0.0,R,Tampa,FL,US/Eastern,KTPA,71.0,71.0,41.0,30.03,10.0,VAR,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2020,4,2,0.8327777777777777,49.96666666666667
1322907,MapQuest,37.393184999999995,-120.73957800000001,0.0,R,Livingston,CA,US/Pacific,KMER,59.0,,100.0,29.93,1.5,Calm,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,1,31,0.49444444444444446,29.666666666666668
1343036,MapQuest,26.121129999999997,-80.191513,0.0,R,Fort Lauderdale,FL,US/Eastern,KFLL,73.4,,100.0,30.16,5.0,SE,5.8,Rain,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2019,2,11,0.49583333333333335,29.75
1980087,MapQuest,44.956989,-93.07576800000001,0.0,R,Saint Paul,MN,US/Central,KSTP,57.9,,37.0,29.87,10.0,NNE,19.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,4,27,0.4963888888888889,29.783333333333335
1954987,MapQuest,39.647628999999995,-104.86635600000001,0.0,R,Englewood,CO,US/Mountain,KAPA,37.0,,79.0,29.89,10.0,Calm,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,4,16,0.5238888888888888,31.433333333333334
2846526,Bing,36.601969,-120.581907,0.0,R,Mendota,CA,US/Pacific,KMAE,47.0,44.0,90.0,29.82,10.0,NW,7.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,Night,1,2020,3,9,5.315,318.9
2857938,Bing,38.04322,-84.50813000000001,0.0,L,Lexington,KY,US/Eastern,KLEX,61.0,61.0,97.0,29.0,8.0,S,17.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,3,18,0.25,15.0
1250463,MapQuest,38.218418,-121.22653999999999,0.0,L,Galt,CA,US/Pacific,KSAC,58.0,58.0,67.0,29.96,10.0,NNE,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,4,23,1.4927777777777778,89.56666666666666
2872162,Bing,33.897859999999994,-84.2672,0.501,R,Atlanta,GA,US/Eastern,KPDK,61.0,61.0,90.0,28.92,5.0,NNE,9.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,3,24,0.4847222222222222,29.083333333333332
2050073,MapQuest,33.919094,-84.35773499999999,0.0,R,Atlanta,GA,US/Eastern,KPDK,57.9,,70.0,30.07,10.0,South,12.7,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,2,1,0.5836111111111111,35.016666666666666
589865,MapQuest,34.479351,-82.658813,0.0,L,Anderson,SC,US/Eastern,KAND,71.0,71.0,45.0,29.15,10.0,SW,12.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,3,11,0.9975,59.85
3306520,Bing,40.743590000000005,-73.27969,0.434,R,Bay Shore,NY,US/Eastern,KISP,71.1,,38.0,30.06,10.0,SE,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,6,10,6.0,360.0
319417,MapQuest,33.910622,-118.32653,0.01,R,Hawthorne,CA,US/Pacific,KHHR,64.9,,75.0,30.02,10.0,WSW,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,2,9,0.7419444444444444,44.516666666666666
1950147,MapQuest,33.522572,-82.03343199999999,0.0,R,Augusta,GA,US/Eastern,KDNL,73.9,,48.0,30.07,10.0,SE,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,4,13,0.7408333333333333,44.45
2704296,Bing,48.377286,-122.216323,0.006,R,Mount Vernon,WA,US/Pacific,KAWO,73.9,,43.0,30.25,10.0,NW,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,6,22,6.0,360.0
1603716,MapQuest,34.471764,-80.265701,0.0,R,Mc Bee,SC,US/Eastern,KHVS,60.8,,77.0,30.11,10.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,10,23,0.4963888888888889,29.783333333333335
2239899,MapQuest,28.374097999999996,-81.503807,0.0,R,Orlando,FL,US/Eastern,KMCO,66.0,,96.0,30.04,10.0,North,4.6,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2017,11,8,0.4836111111111111,29.016666666666666
2209644,MapQuest,43.176846000000005,-77.54255699999999,0.0,L,Rochester,NY,US/Eastern,KROC,28.0,20.8,69.0,30.31,10.0,East,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2017,12,21,0.4938888888888889,29.633333333333333
2280957,MapQuest,29.898004999999998,-95.412376,0.0,R,Houston,TX,US/Central,KIAH,72.0,,71.0,30.14,10.0,Calm,,Scattered Clouds,False,False,True,True,False,False,False,False,False,False,False,False,Day,2,2017,11,29,0.7419444444444444,44.516666666666666
3231183,Bing,45.344253,-122.63048799999999,0.226,L,Oregon City,OR,US/Pacific,KUAO,57.0,,89.0,30.01,10.0,SSW,9.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,10,28,74.41583333333334,4464.95
2539753,Bing,28.504283,-81.423508,0.657,R,Orlando,FL,US/Eastern,KORL,66.0,,84.0,30.22,10.0,East,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2016,11,23,6.0,360.0
813242,MapQuest-Bing,34.176476,-118.75978899999998,0.0,R,Oak Park,CA,US/Pacific,KVNY,62.0,62.0,78.0,29.01,9.0,S,3.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Night,1,2019,10,10,3.0269444444444447,181.61666666666667
2859642,Bing,42.07343,-72.58610999999999,0.0,R,Longmeadow,MA,US/Eastern,KBDL,45.0,39.0,86.0,30.02,10.0,N,12.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2020,3,19,0.25,15.0
2340907,MapQuest,40.05492,-75.29003900000001,0.0,L,Gladwyne,PA,US/Eastern,KLOM,51.8,,47.0,29.77,10.0,WSW,5.8,Clear,False,False,False,False,False,False,False,False,False,True,False,False,Day,1,2017,10,30,0.4955555555555556,29.733333333333334
865338,MapQuest,38.52544,-90.399292,0.0,R,Saint Louis,MO,US/Central,KCPS,44.0,44.0,79.0,29.89,10.0,N,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,11,5,2.0019444444444443,120.11666666666666
37481,MapQuest,38.694305,-121.364815,0.0,L,North Highlands,CA,US/Pacific,KMCC,62.6,,63.0,29.83,10.0,SSE,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2016,5,4,1.25,75.0
440257,MapQuest,34.207661,-118.21743000000001,0.00999999977648,R,La Canada Flintridge,CA,US/Pacific,KMWS,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,5,18,0.48305555555555557,28.983333333333334
836461,MapQuest,44.997334,-92.95914499999999,3.66000008583,R,Saint Paul,MN,US/Central,K21D,41.0,32.0,93.0,28.46,7.0,W,18.0,Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,10,22,1.3869444444444445,83.21666666666667
581347,MapQuest,39.783146,-105.00610400000001,0.0,R,Denver,CO,US/Mountain,KBJC,50.0,50.0,20.0,24.5,10.0,NW,15.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2020,3,5,0.7761111111111111,46.56666666666667
309265,MapQuest,47.644257,-122.304405,0.01,R,Seattle,WA,US/Pacific,KBFI,55.0,,93.0,29.97,10.0,NW,4.6,Overcast,True,False,False,False,False,True,False,False,True,False,False,False,Day,1,2016,11,2,0.7416666666666667,44.5
2083668,MapQuest,45.678566,-122.66446699999999,0.0,R,Vancouver,WA,US/Pacific,KVUO,46.9,,93.0,30.26,10.0,South,6.9,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,Night,2,2018,2,16,0.4963888888888889,29.783333333333335
1101382,MapQuest,32.255039000000004,-110.99733700000002,0.0,R,Tucson,AZ,US/Mountain,KDMA,94.0,94.0,10.0,27.08,9.0,NNW,17.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,6,5,1.7752777777777777,106.51666666666667
1103554,MapQuest,39.776878,-104.88015,0.0,R,Denver,CO,US/Mountain,KBKF,70.0,70.0,40.0,24.43,10.0,SE,5.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2019,6,6,1.0758333333333334,64.55
767335,MapQuest,37.740646000000005,-122.19634199999999,0.0,R,Oakland,CA,US/Pacific,KOAK,60.0,60.0,78.0,29.96,10.0,SSE,17.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,12,7,1.7422222222222221,104.53333333333333
1792636,MapQuest,38.830073999999996,-104.840721,0.0,R,Colorado Springs,CO,US/Mountain,KCOS,61.0,,90.0,30.16,10.0,WSW,6.9,Scattered Clouds,False,False,True,False,False,False,False,False,True,False,False,True,Day,1,2018,7,26,0.5352777777777777,32.11666666666667
2964295,Bing,28.4785,-81.44588,0.23399999999999999,L,Orlando,FL,US/Eastern,KORL,68.0,68.0,70.0,30.22,10.0,NE,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,1,17,0.49694444444444447,29.816666666666666
1406640,MapQuest,41.285053000000005,-96.023895,0.0,R,Omaha,NE,US/Central,KMLE,25.2,,70.0,30.15,10.0,Calm,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,Night,1,2019,1,16,0.9972222222222222,59.833333333333336
2954288,Bing,41.53911,-96.49953000000001,0.0,R,Nickerson,NE,US/Central,KFET,25.0,10.0,77.0,28.87,10.0,N,23.0,Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,1,10,3.25,195.0
2438884,MapQuest,33.864437,-118.326408,0.0,R,Torrance,CA,US/Pacific,KHHR,68.0,,84.0,29.91,10.0,WSW,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2017,8,10,0.49583333333333335,29.75
1160434,MapQuest,40.094528000000004,-75.181511,0.0,L,Glenside,PA,US/Eastern,KLOM,73.0,73.0,69.0,29.64,10.0,SW,12.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,5,10,0.7555555555555555,45.333333333333336
1965876,MapQuest,47.579128000000004,-122.19079599999999,0.0,R,Bellevue,WA,US/Pacific,KBFI,59.0,,38.0,30.17,10.0,NW,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,4,20,0.4922222222222222,29.533333333333335
2151125,MapQuest,47.446663,-122.266922,0.0,R,Seattle,WA,US/Pacific,KSEA,46.0,41.9,83.0,29.73,10.0,SSE,8.1,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2018,1,24,0.49472222222222223,29.683333333333334
1332113,MapQuest,29.699704999999998,-95.587799,0.0,L,Houston,TX,US/Central,KSGR,75.9,,76.0,29.88,10.0,SSW,10.4,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,2,5,0.495,29.7
310234,MapQuest,47.655640000000005,-122.336258,0.01,R,Seattle,WA,US/Pacific,KBFI,46.9,,86.0,29.91,10.0,South,13.8,Overcast,True,False,True,False,False,False,False,False,True,False,False,True,Day,1,2016,11,30,0.495,29.7
2733896,Bing,40.16444,-75.13528000000001,0.0,L,Horsham,PA,US/Eastern,KLOM,70.0,70.0,44.0,29.64,10.0,WSW,6.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,6,2,0.5827777777777777,34.96666666666667
1883660,MapQuest,35.855095,-78.581078,0.0,R,Raleigh,NC,US/Eastern,KRDU,88.0,,48.0,30.01,10.0,Variable,4.6,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2018,5,11,0.4986111111111111,29.916666666666668
1251439,MapQuest,25.964199,-80.16585500000001,0.0,R,Miami,FL,US/Eastern,KHWO,68.0,68.0,76.0,30.05,10.0,CALM,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,4,24,1.4719444444444445,88.31666666666666
3359074,Bing,47.637508000000004,-122.32291699999999,0.016,R,Seattle,WA,US/Pacific,KBFI,30.0,25.2,59.0,30.24,10.0,SE,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,2,19,0.5,30.0
943043,MapQuest,33.420059,-82.03244000000001,0.0,R,Augusta,GA,US/Eastern,KAGS,74.0,74.0,87.0,29.67,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,Night,1,2019,9,24,1.781388888888889,106.88333333333334
1404041,MapQuest,43.027415999999995,-88.017426,0.0,R,Milwaukee,WI,US/Central,KMWC,26.6,19.1,80.0,30.15,7.0,WSW,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,1,15,0.4875,29.25
269909,MapQuest,32.654041,-96.877686,0.01,R,Dallas,TX,US/Central,KRBD,69.1,,81.0,30.02,10.0,South,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,1,12,0.4925,29.55
383357,MapQuest-Bing,40.221317,-76.43229699999999,0.01,L,Manheim,PA,US/Eastern,KLNS,52.0,,54.0,30.27,10.0,SSW,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,3,24,0.9875,59.25
2334953,MapQuest,40.254765,-75.257446,0.0,L,Lansdale,PA,US/Eastern,KLOM,48.2,,87.0,29.79,5.0,WNW,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,10,26,0.49777777777777776,29.866666666666667
3412436,Bing,41.47977,-81.66835999999999,0.613,R,Cleveland,OH,US/Eastern,KBKL,63.0,,67.0,29.77,10.0,Calm,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,10,27,6.0,360.0
2907368,Bing,45.53777,-122.8555,0.0,L,Beaverton,OR,US/Pacific,KHIO,70.0,70.0,49.0,29.81,10.0,NW,9.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,Day,1,2020,4,10,0.5827777777777777,34.96666666666667
1901894,MapQuest,35.152184000000005,-89.883484,0.0,R,Memphis,TN,US/Central,KNQA,86.0,,62.0,30.09,10.0,WSW,4.6,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,5,20,0.48777777777777775,29.266666666666666
1371267,MapQuest,34.0546,-81.160522,0.0,L,Columbia,SC,US/Eastern,KCAE,62.1,,15.0,30.36,10.0,Calm,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2019,2,25,1.2458333333333333,74.75
1081827,MapQuest,34.07885,-81.140244,0.0,L,Columbia,SC,US/Eastern,KCAE,82.0,82.0,65.0,29.7,9.0,SW,3.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,8,10,0.4955555555555556,29.733333333333334
1739562,MapQuest,35.51363,-97.52984599999999,0.0,R,Oklahoma City,OK,US/Central,KPWA,93.9,,46.0,29.83,10.0,South,19.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,8,28,0.9966666666666667,59.8
2960680,Bing,33.87192,-117.6871,0.013999999999999999,R,Anaheim,CA,US/Pacific,KAJO,61.0,,60.0,29.47,10.0,,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,1,14,1.19,71.4
3429805,Bing,39.319589,-76.985244,1.442,R,Sykesville,MD,US/Eastern,KDMW,60.8,,88.0,30.25,10.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,8,10,6.0,360.0
1217534,MapQuest,29.965839000000003,-95.419197,0.0,R,Houston,TX,US/Central,KIAH,82.0,82.0,65.0,29.79,7.0,ESE,8.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,4,5,1.5108333333333333,90.65
550709,MapQuest,44.890495,-93.27776300000001,0.0,R,Minneapolis,MN,US/Central,KMSP,64.0,64.0,70.0,28.98,10.0,NNE,7.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,6,22,1.2738888888888888,76.43333333333334
1737778,MapQuest,37.31665,-121.95002,0.0,R,San Jose,CA,US/Pacific,KSJC,75.9,,48.0,29.87,10.0,SSW,9.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,8,27,0.49416666666666664,29.65
1456930,MapQuest,41.234051,-96.100662,0.0,R,Omaha,NE,US/Central,KMLE,35.1,31.0,68.0,29.95,10.0,ESE,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2018,12,11,0.49583333333333335,29.75
931183,MapQuest,29.722713,-95.548874,0.0,R,Houston,TX,US/Central,KMCJ,83.0,83.0,65.0,29.94,10.0,SSE,3.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Night,1,2019,10,4,1.5358333333333334,92.15
1079819,MapQuest,30.302609999999998,-97.735809,0.0,R,Austin,TX,US/Central,KATT,104.0,104.0,26.0,29.18,10.0,VAR,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,8,9,0.7377777777777778,44.266666666666666
2051565,MapQuest,42.484119,-83.084846,0.0,R,Warren,MI,US/Eastern,KDET,19.9,6.2,42.0,30.39,10.0,West,15.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,2,2,0.7458333333333333,44.75
927428,MapQuest,37.536251,-77.433037,0.0,R,Richmond,VA,US/Eastern,KRIC,90.0,90.0,45.0,29.79,10.0,NNW,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2019,10,3,2.5625,153.75
2676029,Bing,33.577870000000004,-117.18101999999999,0.5870000000000001,R,Murrieta,CA,US/Pacific,KF70,66.2,,37.0,29.78,10.0,SSE,5.8,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Night,1,2017,4,28,6.0,360.0
623135,MapQuest,28.518833,-82.571022,0.0,R,Spring Hill,FL,US/Eastern,KBKV,70.0,70.0,55.0,30.07,10.0,ENE,12.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2020,4,16,1.3619444444444444,81.71666666666667
2473426,MapQuest,43.023361,-83.709038,0.0,L,Flint,MI,US/Eastern,KFNT,64.9,,87.0,30.07,2.0,NE,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,8,29,0.9947222222222222,59.68333333333333
749251,MapQuest,42.839443,-70.935516,0.0,R,Amesbury,MA,US/Eastern,KLWM,33.0,24.0,92.0,29.92,4.0,NE,12.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,Night,2,2019,12,30,1.1266666666666667,67.6
1561809,MapQuest,30.0947,-92.015106,0.0,R,Youngsville,LA,US/Central,KLFT,87.1,,74.0,29.98,10.0,South,4.6,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,10,3,0.49416666666666664,29.65
3487462,Bing,33.429120000000005,-112.63311000000002,0.527,R,Buckeye,AZ,US/Mountain,KBXK,93.0,93.0,38.0,28.83,10.0,WSW,6.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,Day,2,2019,8,30,0.4911111111111111,29.466666666666665
388495,MapQuest,32.925468,-96.39664499999999,1.32,R,Rockwall,TX,US/Central,KF46,50.9,,95.0,30.29,10.0,SE,9.2,Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2017,3,4,0.5,30.0
1609461,MapQuest,32.931789,-85.107376,0.0,R,LaGrange,GA,US/Eastern,KLGC,52.3,,98.0,29.96,10.0,East,4.6,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2018,10,25,0.49472222222222223,29.683333333333334
1899477,MapQuest,30.162951,-97.652191,0.0,R,Del Valle,TX,US/Central,KAUS,72.0,,93.0,29.78,8.0,SSW,5.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,5,18,0.7405555555555555,44.43333333333333
3347041,Bing,34.274359999999994,-118.37623,0.435,R,Sylmar,CA,US/Pacific,KWHP,50.0,,40.0,30.04,10.0,WNW,11.5,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Night,1,2018,3,26,6.0,360.0
515159,MapQuest,40.935459,-76.598022,4.3000001907300005,R,Danville,PA,US/Eastern,KSEG,62.0,62.0,93.0,29.71,6.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,5,27,2.026666666666667,121.6
1393682,MapQuest,32.07568,-110.857964,0.0,R,Tucson,AZ,US/Mountain,KTUS,55.9,,53.0,30.15,10.0,SSE,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,1,9,0.7444444444444445,44.666666666666664
2540203,Bing,37.245213,-76.636732,0.609,R,Williamsburg,VA,US/Eastern,KJGG,50.0,,50.0,30.28,10.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,11,27,6.0,360.0
623627,MapQuest,39.632778,-104.90646399999999,1.4500000476800001,R,Denver,CO,US/Mountain,KAPA,27.0,16.0,85.0,24.2,1.0,N,13.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2020,4,16,0.7416666666666667,44.5
287747,MapQuest,29.750538,-95.37258100000001,0.0,L,Houston,TX,US/Central,KMCJ,86.0,,37.0,30.08,10.0,NW,12.7,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2016,9,29,0.9966666666666667,59.8
704719,MapQuest,42.480083,-71.115051,0.0,R,Woburn,MA,US/Eastern,KBED,40.0,33.0,83.0,29.99,6.0,S,13.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,2,10,0.7711111111111111,46.266666666666666
2194609,MapQuest,36.070667,-79.395973,0.0,L,Graham,NC,US/Eastern,KBUY,54.0,,34.0,29.87,10.0,WNW,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,12,14,0.5,30.0
781401,MapQuest,32.769698999999996,-96.82283000000001,0.0,R,Dallas,TX,US/Central,KRBD,63.0,63.0,52.0,29.07,10.0,NW,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,Day,2,2019,12,13,1.9983333333333333,119.9
